"","year","ward","cost","category","program","description"
"7568",2015,30,11900,"Streets & Transportation","Sidewalk Menu","ON N KARLOV AVE FROM W ROSCOE ST (3400 N) TO W NEWPORT AVE (3430 N) 0.00 "
"7569",2015,30,12846,"Streets & Transportation","Sidewalk Menu","ON N KILBOURN AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 0.00 "
"7570",2015,30,9227,"Streets & Transportation","Sidewalk Menu","ON W SCHOOL ST FROM N LINDER AVE (5500 W) TO N CENTRAL AVE (5600 W) 0.00 "
"7571",2015,30,15373,"Streets & Transportation","Sidewalk Menu","ON N AVONDALE AVE FROM N PULASKI RD (3850 N) TO N HARDING AVE (3800 N) 0.00 "
"7572",2015,30,23638,"Streets & Transportation","Sidewalk Menu","ON N HAMLIN AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 0.00 "
"7573",2015,30,7126,"Streets & Transportation","Sidewalk Menu","ON N LAWNDALE AVE FROM W GEORGE ST (2900 N) TO N MILWAUKEE AVE (3060 N) 0.00 "
"7574",2015,30,4316,"Streets & Transportation","Sidewalk Menu","ON N PARKSIDE AVE FROM W WRIGHTWOOD AVE (2600 N) TO W SCHUBERT AVE 0.00 "
"7575",2015,30,18353,"Streets & Transportation","Sidewalk Menu","ON N MONITOR AVE FROM W WRIGHTWOOD AVE (2600 N) TO W ALTGELD ST (2500 0.00 "
"7576",2015,30,2650,"Streets & Transportation","Sidewalk Menu","ON N MAJOR AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N) 0.00 "
"7577",2015,30,62358,"Streets & Transportation","Street Resurfacing Menu","ON W FLETCHER ST FROM N LARAMIE AVE (5200 W) TO N LOCKWOOD AVE (5300 W) 1.00 "
"7578",2015,30,50871,"Streets & Transportation","Street Resurfacing Menu","ON N MULLIGAN AVE FROM W DIVERSEY AVE (2800 N) TO W WELLINGTON AVE 1.00 "
"7579",2015,30,39616,"Streets & Transportation","Street Resurfacing Menu","ON N LONG AVE FROM W BARRY AVE (3100 N) TO W BELMONT AVE (3200 N) 2.00 "
"7580",2015,30,24543,"Streets & Transportation","Street Resurfacing Menu","ON W BARRY AVE FROM N LOCKWOOD AVE (5300 W) TO N LONG AVE (5400 W) 1.00 "
"7581",2015,30,154442,"Streets & Transportation","Street Resurfacing Menu","ON N PARKSIDE AVE FROM W ALTGELD ST (2500 N) TO W WRIGHTWOOD AVE (2600 2.00 "
"7582",2015,30,23352,"Streets & Transportation","Street Resurfacing Menu","ON N LAVERGNE AVE FROM W ADDISON ST (3600 N) TO W PATTERSON AVE (3630 N) 1.00 "
"7583",2015,30,65278,"Streets & Transportation","Street Resurfacing Menu","ON N MEADE AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N) 1.00 "
"7584",2015,30,55493,"Streets & Transportation","Street Resurfacing Menu","ON W SCHOOL ST FROM N MEADE AVE (6100 W) TO N MELVINA AVE (6200 W) 1.00 "
"7585",2015,30,109303,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON N MELVINA AVE FROM W WELLINGTON AVE (3000 N) TO W BELMONT AVE (3200 4.00 "
"7586",2015,30,52706,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON N LAWNDALE AVE FROM W BELMONT AVE (3200 N) TO W SCHOOL ST (3300 N) 1.00 "
"7587",2015,30,106560,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON W SCHUBERT AVE FROM N LONG AVE (5400 W) TO N CENTRAL PARK AVE (3600 2.00 "
"7588",2015,30,3700,"Streets & Transportation","Street Speed Hump Menu","ON W ROSCOE ST FROM N LONG AVE (5400 W) TO N LINDER AVE (5500 W) 2.00 "
"7589",2015,30,3700,"Streets & Transportation","Street Speed Hump Menu","ON N MELVINA AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N) 2.00 "
"7590",2015,30,3700,"Streets & Transportation","Street Speed Hump Menu","ON N MELVINA AVE FROM W WRIGHTWOOD AVE (2600 N) TO W SCHUBERT AVE 2.00 "
"7591",2015,30,5550,"Streets & Transportation","Street Speed Hump Menu","ON W WRIGHTWOOD AVE FROM N MEADE AVE (6100 W) TO N MERRIMAC AVE (6230 3.00 "
"7592",2015,30,1850,"Streets & Transportation","Street Speed Hump Menu","ON W WRIGHTWOOD AVE FROM N MOBILE AVE (6300 W) TO N MULLIGAN AVE (6330 1.00 "
"7593",2015,30,3700,"Streets & Transportation","Street Speed Hump Menu","ON N KENNETH AVE FROM W BELMONT AVE (3200 N) TO W SCHOOL ST (3300 N) 2.00 "
"7594",2015,30,3700,"Streets & Transportation","Street Speed Hump Menu","ON N KENTON AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N) 2.00 "
"7595",2015,30,1850,"Streets & Transportation","Street Speed Hump Menu","ON W WELLINGTON AVE FROM N AUSTIN AVE (6000 W) TO N MCVICKER AVE (6030 1.00 "
"7596",2015,30,3700,"Streets & Transportation","Street Speed Hump Menu","ON N KARLOV AVE FROM W SCHOOL ST (3300 N) TO N MILWAUKEE AVE (3380 N) 2.00 "
"7597",2015,30,3700,"Streets & Transportation","Street Speed Hump Menu","ON N MCVICKER AVE FROM W GEORGE ST (2900 N) TO W WELLINGTON AVE (3000 N) 2.00 "
"7598",2015,30,1850,"Streets & Transportation","Street Speed Hump Menu","ON S KILPATRICK AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 1.00 "
"7599",2015,30,400,"Lighting","Street Light Upgrade Menu","5634 W FULLERTON AVE INSTALL ALLEY LIGHTS 1.00 "
"7600",2015,30,400,"Lighting","Street Light Upgrade Menu","5638 W FULLERTON AVE INSTALL ALLEY LIGHTS 1.00 "
"7601",2015,30,400,"Lighting","Street Light Upgrade Menu","2415 N MAJOR AVE INSTALL ALLEY LIGHTS 1.00 "
"7602",2015,31,1400,"Streets & Transportation","Alley Speed Hump Menu","N KEATING AVE & W WELLINGTON AVE&N CICERO AVE & W BARRY AVE 2.00 "
"7603",2015,31,2800,"Streets & Transportation","Alley Speed Hump Menu","N MONTICELLO AVE & W WRIGHTWOOD AVE&N CENTRAL PARK AVE & W 1.00 "
"7604",2015,31,700,"Streets & Transportation","Alley Speed Hump Menu","N LONG AVE & W GEORGE ST&N LOTUS AVE & W DIVERSEY AVE 1.00 "
"7605",2015,31,1400,"Streets & Transportation","Alley Speed Hump Menu","W WELLINGTON AVE & N LAVERGNE AVE&W OAKDALE AVE & N LECLAIRE AVE 1.00 "
"7606",2015,31,1258,"Streets & Transportation","Curb & Gutter Menu","ON W NEWPORT AVE FROM N LAVERGNE AVE (5000 W) TO N LARAMIE AVE (5200 W) 0.00 "
"7607",2015,31,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs","N LECLAIRE AVE & W DIVERSEY AVE 1.00 "
"7608",2015,31,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs","N LOCKWOOD AVE & W DIVERSEY AVE 1.00 "
"7609",2015,31,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs","N CENTRAL AVE & W GEORGE ST 1.00 "
"7610",2015,31,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs","N LARAMIE AVE & W HENDERSON ST "
"7611",2015,31,12811,"Streets & Transportation","Pedestrian Refuge Island Menu","W FULLERTON AVE & N KEYSTONE AVE 1.00 "
"7612",2015,31,3306,"Streets & Transportation","Sidewalk Menu","ON W BARRY AVE FROM N KARLOV AVE (4100 W) TO N TRIPP AVE (4200 W) 0.00 "
"7613",2015,31,5191,"Streets & Transportation","Sidewalk Menu","ON W FLETCHER ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W) 0.00 "
"7614",2015,31,2001,"Streets & Transportation","Sidewalk Menu","ON N KILDARE AVE FROM W GEORGE ST (2900 N) TO W WELLINGTON AVE (3000 N) 0.00 "
"7615",2015,31,1430,"Streets & Transportation","Sidewalk Menu","ON W DRUMMOND PL FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W) 0.00 "
"7616",2015,31,4141,"Streets & Transportation","Sidewalk Menu","ON W PARKER AVE FROM N KILDARE AVE (4300 W) TO N KOSTNER AVE (4400 W) 0.00 "
"7617",2015,31,7668,"Streets & Transportation","Sidewalk Menu","ON W WRIGHTWOOD AVE FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE 0.00 "
"7618",2015,31,9197,"Streets & Transportation","Sidewalk Menu","ON W WOLFRAM ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W) 0.00 "
"7619",2015,31,5560,"Streets & Transportation","Sidewalk Menu","ON N LECLAIRE AVE FROM W MELROSE ST (3230 N) TO W SCHOOL ST (3300 N) 0.00 "
"7620",2015,31,4083,"Streets & Transportation","Sidewalk Menu","ON W BARRY AVE FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE (5100 W) 0.00 "
"7621",2015,31,8579,"Streets & Transportation","Sidewalk Menu","ON W WELLINGTON AVE FROM N PULASKI RD (4000 W) TO N KARLOV AVE (4100 W) 0.00 "
"7622",2015,31,4654,"Streets & Transportation","Sidewalk Menu","5355 W DRUMMOND PL 0.00 "
"7623",2015,31,39616,"Streets & Transportation","Street Resurfacing Menu","ON N LONG AVE FROM W BARRY AVE (3100 N) TO W BELMONT AVE (3200 N) 1.00 "
"7624",2015,31,46327,"Streets & Transportation","Street Resurfacing Menu","ON W MELROSE ST FROM N LARAMIE AVE (5200 W) TO N LOCKWOOD AVE (5300 W) 1.00 "
"7625",2015,31,44155,"Streets & Transportation","Street Resurfacing Menu","ON W SCHOOL ST FROM N CICERO AVE (4800 W) TO N LAMON AVE (4900 W) 1.00 "
"7626",2015,31,109668,"Streets & Transportation","Street Resurfacing Menu","ON N HARDING AVE FROM W WRIGHTWOOD AVE (2600 N) TO W DIVERSEY AVE (2800 2.00 "
"7627",2015,31,74586,"Streets & Transportation","Street Resurfacing Menu","ON N TRIPP AVE FROM W FULLERTON AVE (2400 N) TO W ALTGELD ST (2500 N) 2.00 "
"7628",2015,31,98931,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON W BARRY AVE FROM N LAVERGNE AVE (5000 W) TO N LARAMIE AVE (5200 W) 2.00 "
"7629",2015,31,50615,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON N LOTUS AVE FROM W WELLINGTON AVE (3000 N) TO W BARRY AVE (3100 N) 1.00 "
"7630",2015,31,50547,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON W DRUMMOND PL FROM N LAMON AVE (4900 W) TO N LAVERGNE AVE (5000 W) 1.00 "
"7631",2015,31,48628,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON W SCHUBERT AVE FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W) 1.00 "
"7632",2015,31,51003,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON W FLETCHER ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W) 1.00 "
"7633",2015,31,1850,"Streets & Transportation","Street Speed Hump Menu","ON N KEATING AVE FROM W WELLINGTON AVE (3000 N) TO W BARRY AVE (3100 N) 1.00 "
"7634",2015,31,7400,"Streets & Transportation","Street Speed Hump Menu","ON W NEWPORT AVE FROM N LAVERGNE AVE (5000 W) TO N LARAMIE AVE (5200 W) 4.00 "
"7635",2015,31,400,"Lighting","Street Light Upgrade Menu","4632 W MONTANA ST Install Alley Light 1.00 "
"7636",2015,31,156000,"Lighting","Street Light Residential Staggered Piggy Back Menu","Design "
"7637",2015,31,156000,"Lighting","Street Light Residential Staggered Piggy Back Menu","design "
"7638",2015,31,156000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON W NELSON ST FROM N LAVERGNE AVE (5000 W) TO N LARAMIE AVE (5200 W) . Current W.O # : 11553150 - 2.00 "
"7639",2015,32,5477,"Streets & Transportation","Alley Resurfacing Menu","W GEORGE ST & N GREENVIEW AVE&W WOLFRAM ST & N SOUTHPORT AVE 1.00 "
"7640",2015,32,2820,"Streets & Transportation","Curb & Gutter Menu","ON N SACRAMENTO AVE FROM W ALTGELD ST (2499 N) TO N WILLETTS CT (2520 N) 0.00 "
"7641",2015,32,123850,"Streets & Transportation","Curb & Gutter Menu","ON W PALMER BLVD FROM N WHIPPLE ST (3050 W) TO N ALBANY AVE (3100 W) 0.00 "
"7642",2015,32,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs","N SACRAMENTO AVE & W SCHUBERT AVE 1.00 "
"7643",2015,32,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs",""
"7644",2015,32,6632,"Streets & Transportation","Sidewalk Menu","2350 W LYNDALE ST 0.00 "
"7645",2015,32,3656,"Streets & Transportation","Sidewalk Menu","2011 W BELMONT AVE 0.00 "
"7646",2015,32,32019,"Streets & Transportation","Street Resurfacing Menu","ON W WELLINGTON AVE FROM N LEAVITT ST (2200 W) TO N OAKLEY AVE (2300 W) 1.00 "
"7647",2015,32,29160,"Streets & Transportation","Street Resurfacing Menu","ON N KEDZIE BLVD FROM W FULLERTON AVE (2400 N) TO W ALTGELD ST (2500 N) 1.00 "
"7648",2015,32,15850,"Streets & Transportation","Street Resurfacing Menu","ON N LEAVITT ST FROM W MELROSE ST (3230 N) TO W SCHOOL ST (3300 N) 1.00 "
"7649",2015,32,59960,"Streets & Transportation","Street Resurfacing Menu","ON N ALBANY AVE FROM W SCHUBERT AVE (2700 N) TO W DIVERSEY AVE (2800 N) 1.00 "
"7650",2015,32,121441,"Streets & Transportation","Street Resurfacing Menu","ON N ALBANY AVE FROM W ARMITAGE AVE (2000 N) TO W PALMER BLVD (2200 N) 2.00 "
"7651",2015,32,67312,"Streets & Transportation","Street Resurfacing Menu","ON N MARSHFIELD AVE FROM W WABANSIA AVE (1700 N) TO W BLOOMINGDALE 1.00 "
"7652",2015,32,43879,"Streets & Transportation","Street Resurfacing Menu","ON W BELDEN AVE FROM N SPAULDING AVE (3300 W) TO N SAWYER AVE (3240 W) 1.00 "
"7653",2015,32,76104,"Streets & Transportation","Street Resurfacing Menu","ON N SOUTHPORT AVE FROM W WRIGHTWOOD AVE (2600 N) TO W DIVERSEY PKWY 1.00 "
"7654",2015,32,63914,"Streets & Transportation","Street Resurfacing Menu","ON W HOMER ST FROM N LEAVITT ST (2200 W) TO N OAKLEY AVE (2300 W) 1.00 "
"7655",2015,32,24540,"Streets & Transportation","Street Resurfacing Menu","ON N HOYNE AVE FROM W WABANSIA AVE (1700 N) TO W ST PAUL AVE (1730 N) 1.00 "
"7656",2015,32,133150,"Streets & Transportation","Street Resurfacing Menu","ON N SAWYER AVE FROM W PALMER ST (2200 N) TO W FULLERTON AVE (2400 N) 2.00 "
"7657",2015,32,23688,"Streets & Transportation","Street Resurfacing Menu","ON W LYNDALE ST FROM N HAMILTON AVE (2130 W) TO N LEAVITT ST (2200 W) 1.00 "
"7658",2015,32,62797,"Streets & Transportation","Street Resurfacing Menu","ON W SHAKESPEARE AVE FROM N DAMEN AVE (2000 W) TO N HOYNE AVE (2100 W) 1.00 "
"7659",2015,32,42425,"Streets & Transportation","Street Resurfacing Menu","ON W WABANSIA AVE FROM N PAULINA ST (1700 W) TO N HERMITAGE AVE (1730 W) 1.00 "
"7660",2015,32,41917,"Streets & Transportation","Street Resurfacing Menu","ON W SCHUBERT AVE FROM N FRANCISCO AVE (2900 W) TO N SACRAMENTO AVE 2.00 "
"7661",2015,32,131969,"Streets & Transportation","Street Resurfacing Menu","ON N FRANCISCO AVE FROM W LOGAN BLVD N (2600 N) TO W DIVERSEY AVE (2800 N) 2.00 "
"7662",2015,32,45785,"Streets & Transportation","Street Resurfacing Menu","ON N OAKLEY AVE FROM N MILWAUKEE AVE (1860 N) TO N WILMOT AVE (1910 N) 1.00 "
"7663",2015,32,3700,"Streets & Transportation","Street Speed Hump Menu","ON N WOOD ST FROM W CORTLAND ST (1900 N) TO W ARMITAGE AVE (2000 N) 2.00 "
"7664",2015,32,1850,"Streets & Transportation","Street Speed Hump Menu","ON N OAKLEY AVE FROM W WELLINGTON AVE (3000 N) TO N CLYBOURN AVE (3100 1.00 "
"7665",2015,32,150000,"Parks & Recreation","Chicago Park District","2200 N OAKLEY AVE Holstein Park Field House - "
"7666",2015,33,9386,"Streets & Transportation","Alley Apron Menu","ON W BELLE PLAINE AVE FROM 3312 W TO N SPAULDING AVE (3300 W) 1.00 "
"7667",2015,33,8620,"Streets & Transportation","Alley Apron Menu","ON N SACRAMENTO AVE FROM 3124 N TO W NELSON ST (3102 N) 1.00 "
"7668",2015,33,12154,"Streets & Transportation","Alley Apron Menu","ON N RICHMOND ST FROM 4431 N TO W MONTROSE AVE (4400 N) 1.00 "
"7669",2015,33,7096,"Streets & Transportation","Alley Apron Menu","ON W GEORGE ST FROM N KEDZIE AVE (3200 W) TO N TROY ST (3130 W) "
"7670",2015,33,32718,"Streets & Transportation","Alley Resurfacing Menu","N TROY ST & W ARGYLE ST&N ALBANY AVE & W CARMEN AVE 1.00 "
"7671",2015,33,18544,"Streets & Transportation","Alley Resurfacing Menu","N TROY ST & W IRVING PARK RD&N KEDZIE AVE & W BYRON ST 1.00 "
"7672",2015,33,45286,"Streets & Transportation","Alley Resurfacing Menu","N CHRISTIANA AVE & W MONTROSE AVE&N SPAULDING AVE & W SUNNYSIDE AVE 1.00 "
"7673",2015,33,13282,"Streets & Transportation","Alley Resurfacing Menu","N FRANCISCO AVE & N ELSTON AVE&W BELMONT AVE & N ELSTON AVE 1.00 "
"7674",2015,33,38078,"Streets & Transportation","Alley Resurfacing Menu","N SACRAMENTO AVE & W WAVELAND AVE&N RICHMOND ST & W GRACE ST 1.00 "
"7675",2015,33,45516,"Streets & Transportation","Alley Resurfacing Menu","W NELSON ST & N FRANCISCO AVE&W WELLINGTON AVE & N SACRAMENTO AVE 1.00 "
"7676",2015,33,32565,"Streets & Transportation","Alley Resurfacing Menu","N ST LOUIS AVE & W WILSON AVE&N DRAKE AVE & W LELAND AVE 1.00 "
"7677",2015,33,36855,"Streets & Transportation","Alley Resurfacing Menu","W EASTWOOD AVE & N FRANCISCO AVE&W WILSON AVE & N SACRAMENTO AVE 1.00 "
"7678",2015,33,48532,"Streets & Transportation","Alley Resurfacing Menu","N KEDZIE AVE & W ADDISON ST&N TROY ST & W WAVELAND AVE 1.00 "
"7679",2015,33,46738,"Streets & Transportation","Alley Resurfacing Menu","N SACRAMENTO AVE & W IRVING PARK RD&N WHIPPLE ST & W BELLE PLAINE AVE 1.00 "
"7680",2015,33,44441,"Streets & Transportation","Alley Resurfacing Menu","W FLETCHER ST & N FRANCISCO AVE&W BELMONT AVE & N CALIFORNIA AVE 1.00 "
"7681",2015,33,41420,"Streets & Transportation","Alley Resurfacing Menu","N SAWYER AVE & W ARGYLE ST&N KEDZIE AVE & W AINSLIE ST 1.00 "
"7682",2015,33,48521,"Streets & Transportation","Alley Resurfacing Menu","N ALBANY AVE & W CORNELIA AVE&N WHIPPLE ST & W ADDISON ST 1.00 "
"7683",2015,33,42928,"Streets & Transportation","Alley Resurfacing Menu","N FRANCISCO AVE & W BERTEAU AVE&N RICHMOND ST & W CULLOM AVE 1.00 "
"7684",2015,33,1400,"Streets & Transportation","Alley Speed Hump Menu","N DRAKE AVE & W LELAND AVE&N CENTRAL PARK AVE & W WILSON AVE 1.00 "
"7685",2015,33,2100,"Streets & Transportation","Alley Speed Hump Menu","W MONTROSE AVE & N TROY ST&W CULLOM AVE & N ALBANY AVE 2.00 "
"7686",2015,33,1771,"Streets & Transportation","Curb & Gutter Menu","ON N MOZART ST FROM W IRVING PARK RD (4000 N) TO W BELLE PLAINE AVE (4100 0.00 "
"7687",2015,33,10404,"Streets & Transportation","Curb & Gutter Menu","ON N ST LOUIS AVE FROM W LELAND AVE (4700 N) TO W WILSON AVE (4600 N) 0.00 "
"7688",2015,33,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs","N CALIFORNIA AVE & W WELLINGTON AVE 1.00 "
"7689",2015,33,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs","N FRANCISCO AVE & W MONTROSE AVE 1.00 "
"7690",2015,33,1200,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs","W MONTROSE AVE & N ALBANY AVE 3.00 "
"7691",2015,33,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs","N KEDZIE AVE & W SUNNYSIDE AVE 1.00 "
"7692",2015,33,3500,"Streets & Transportation","Miscellaneous CDOT Projects","3419 W LAWRENCE AVE 1.00 "
"7693",2015,33,3192,"Streets & Transportation","Sidewalk Menu","ON S SAWYER AVE FROM W GRACE ST (3800 N) TO W WAVELAND AVE (3700 N) 0.00 "
"7694",2015,33,1597,"Streets & Transportation","Sidewalk Menu","4325 N FRANCISCO AVE 0.00 "
"7695",2015,33,17706,"Streets & Transportation","Sidewalk Menu","ON N KEDZIE AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N) 0.00 "
"7696",2015,33,4728,"Streets & Transportation","Sidewalk Menu","ON N CALIFORNIA AVE FROM W BERTEAU AVE (4200 N) TO W CULLOM AVE (4300 N) 0.00 "
"7697",2015,33,7966,"Streets & Transportation","Sidewalk Menu","ON W WELLINGTON AVE FROM N ALBANY AVE (3100 W) TO N TROY ST (3130 W) 0.00 "
"7698",2015,33,42962,"Streets & Transportation","Street Resurfacing Menu","ON N MOZART ST FROM W BERTEAU AVE (4200 N) TO W CULLOM AVE (4300 N) 1.00 "
"7699",2015,33,42846,"Streets & Transportation","Street Resurfacing Menu","ON N ST LOUIS AVE FROM W WILSON AVE (4600 N) TO W LELAND AVE (4700 N) 1.00 "
"7700",2015,33,17100,"Streets & Transportation","Pedestrian Countdown Signal Menu","N SACRAMENTO AVE & W ADDISON ST 1.00 "
"7701",2015,33,1200,"Lighting","Street Light Upgrade Menu","2814 N CALIFORNIA AVE Install 3 Alley Lights 3.00 "
"7702",2015,33,78000,"Lighting","Street Light Residential Staggered Piggy Back Menu","1.00 "
"7703",2015,33,156000,"Lighting","Street Light Residential Staggered Piggy Back Menu","2.00 "
"7704",2015,33,156000,"Lighting","Street Light Residential Staggered Piggy Back Menu","2.00 "
"7705",2015,33,78000,"Lighting","Street Light Residential Staggered Piggy Back Menu","1.00 "
"7706",2015,33,25000,"Parks & Recreation","Chicago Park District","2741 W MONTROSE AVE Horner Park - Dog Friendly Area "
"7707",2015,33,10000,"Schools & Libraries","Chicago Public Schools","3221 N SACRAMENTO AVE Line Elementary School - security camera - "
"7708",2015,33,15000,"Schools & Libraries","Chicago Public Schools","4220 N RICHMOND ST Bateman School - artificial turf - "
"7709",2015,33,50000,"Plants, Gardens, & Sustainability","Miscellaneous Other Projects","4900 N SAWYER AVE Hubbard, Edison & APMA campus Green Space Project "
"7710",2015,34,15600,"Streets & Transportation","Alley Resurfacing Menu","W 123RD ST & S LOWE AVE&W 124TH ST & S UNION AVE 1.00 "
"7711",2015,34,1400,"Streets & Transportation","Alley Speed Hump Menu","S EMERALD AVE & W VERMONT ST&S UNION AVE & W 128TH PL 2.00 "
"7712",2015,34,500,"Streets & Transportation","Bollard Menu","ON S UNION AVE FROM 9800 S TO W 98TH PL (9832 S) 1.00 "
"7713",2015,34,45014,"Streets & Transportation","Curb & Gutter Menu","ON W 102ND PL FROM S ELIZABETH ST (1230 W) TO S VINCENNES AVE (1300 W) 0.00 "
"7714",2015,34,7240,"Streets & Transportation","Curb & Gutter Menu","ON S PEORIA ST FROM W 106TH ST (10600 S) TO W 107TH ST (10700 S) 0.00 "
"7715",2015,34,6424,"Streets & Transportation","Curb & Gutter Menu","ON S ELIZABETH ST FROM W 113TH PL (11340 S) TO W 114TH PL (11430 S) 0.00 "
"7716",2015,34,41060,"Streets & Transportation","Curb & Gutter Menu","ON W 97TH ST FROM S HALSTED ST (800 W) TO S EMERALD AVE (730 W) 0.00 "
